gameMap,player,reference_timestep,goal,pred_actions,true_actions
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,C,timestep2,Hare1,N,DLL
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,C,timestep2,Hare1,U,
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,C,timestep2,Indeterminate,U,
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_f,C,timestep2,Hare1,U,
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_f,C,timestep2,Hare1,U,
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_f,C,timestep2,Stag2,U,
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_f,C,timestep2,Hare1,U,
StagHunt_f,C,timestep2,Hare1,U,
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_f,C,timestep2,Indeterminate,U,
StagHunt_f,C,timestep2,Hare2,U,
StagHunt_f,C,timestep2,Hare1,U,
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_f,C,timestep2,Hare1,U,
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_f,C,timestep2,Hare1,U,
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_f,C,timestep2,Hare1,U,
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_f,C,timestep2,Hare1,U,
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_g_T23,A,timestep2,Stag1,N,RRD
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_h_T2,A,timestep2,Stag1,N,UDL
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_h_T2,A,timestep2,Stag1,N,UDL
StagHunt_g_T23,B,timestep2,Stag1,R,RRR
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,A,timestep2,Indeterminate,N,UDL
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_h_T2,A,timestep2,Hare2,N,UDL
StagHunt_h_T2,A,timestep2,Hare2,N,UDL
StagHunt_h_T2,A,timestep2,Stag1,N,UDL
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_h_T2,A,timestep2,Hare2,N,UDL
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,A,timestep2,Hare2,N,UDL
StagHunt_g_T23,C,timestep2,Stag1,N,RRU
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_h_T2,A,timestep2,Hare2,N,UDL
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,A,timestep2,Stag1,N,UDL
StagHunt_h_T2,A,timestep2,Indeterminate,N,UDL
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,A,timestep2,Stag1,N,UDL
StagHunt_h_T2,A,timestep2,Stag1,N,UDL
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,A,timestep2,Stag1,N,UDL
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_h_T2,B,timestep2,Stag1,U,UUR
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_h_T2,C,timestep2,Hare2,R,RRU
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_i_T23,A,timestep2,Stag1,N,LDD
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_a,A,timestep2,Stag2,R,RRD
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_a,A,timestep2,Stag2,R,RRD
StagHunt_i_T23,B,timestep2,Stag1,N,LDL
StagHunt_a,A,timestep2,Stag2,R,RRD
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_a,B,timestep2,Stag1,U,UUL
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_a,A,timestep2,Stag2,R,RRD
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_a,A,timestep2,Stag2,R,RRD
StagHunt_a,A,timestep2,Stag2,R,RRD
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_a,A,timestep2,Stag2,R,RRD
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_a,B,timestep2,Hare1,U,UUL
StagHunt_a,A,timestep2,Stag2,R,RRD
StagHunt_a,B,timestep2,Hare1,U,UUL
StagHunt_i_T23,C,timestep2,Hare2,D,DDR
StagHunt_a,C,timestep2,Stag2,L,LLU
StagHunt_a,B,timestep2,Hare1,U,UUL
StagHunt_a,B,timestep2,Stag1,U,UUL
StagHunt_a,B,timestep2,Hare1,U,UUL
StagHunt_a,B,timestep2,Stag1,U,UUL
StagHunt_a,C,timestep2,Stag2,L,LLU
StagHunt_a,B,timestep2,Stag1,U,UUL
StagHunt_a,C,timestep2,Stag2,L,LLU
StagHunt_b_T012,A,timestep2,Hare1,U,ULL
StagHunt_a,C,timestep2,Stag2,L,LLU
StagHunt_a,C,timestep2,Stag2,L,LLU
StagHunt_a,C,timestep2,Stag2,L,LLU
StagHunt_a,C,timestep2,Stag2,L,LLU
StagHunt_b_T012,A,timestep2,Hare1,U,ULL
StagHunt_a,C,timestep2,Stag2,L,LLU
StagHunt_b_T012,A,timestep2,Hare1,U,ULL
StagHunt_b_T012,B,timestep2,Stag1,R,RRR
StagHunt_b_T012,A,timestep2,Hare1,U,ULL
StagHunt_b_T012,A,timestep2,Hare1,U,ULL
StagHunt_b_T012,A,timestep2,Hare1,U,ULL
StagHunt_b_T012,A,timestep2,Hare1,U,ULL
StagHunt_b_T012,B,timestep2,Stag1,R,RRR
StagHunt_b_T012,A,timestep2,Hare1,U,ULL
StagHunt_b_T012,B,timestep2,Stag1,R,RRR
StagHunt_b_T012,C,timestep2,Stag1,D,DDR
StagHunt_b_T012,B,timestep2,Stag1,R,RRR
StagHunt_b_T012,B,timestep2,Stag1,R,RRR
StagHunt_b_T012,B,timestep2,Stag1,R,RRR
StagHunt_b_T012,B,timestep2,Stag1,R,RRR
StagHunt_b_T012,C,timestep2,Stag1,D,DDR
StagHunt_b_T012,B,timestep2,Stag1,R,RRR
StagHunt_b_T012,C,timestep2,Hare2,D,DDR
StagHunt_c_T23,A,timestep2,Stag1,L,LDD
StagHunt_b_T012,C,timestep2,Stag1,D,DDR
StagHunt_b_T012,C,timestep2,Hare2,D,DDR
StagHunt_b_T012,C,timestep2,Stag1,D,DDR
StagHunt_b_T012,C,timestep2,Stag1,D,DDR
StagHunt_c_T23,A,timestep2,Hare1,L,LDD
StagHunt_b_T012,C,timestep2,Hare2,D,DDR
StagHunt_c_T23,A,timestep2,Stag1,L,LDD
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,A,timestep2,Stag1,L,LDD
StagHunt_c_T23,A,timestep2,Stag1,L,LDD
StagHunt_c_T23,A,timestep2,Hare1,L,LDD
StagHunt_c_T23,A,timestep2,Stag1,L,LDD
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,A,timestep2,Stag1,L,LDD
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_c_T23,B,timestep2,Stag2,R,RRR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_c_T23,C,timestep2,Stag2,D,DDD
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,A,timestep2,Stag1,U,UR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,B,timestep2,Stag1,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_d,C,timestep2,Hare2,U,UUR
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,A,timestep2,Hare1,L,LLL
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,B,timestep2,Hare2,R,RUU
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,A,timestep2,Indeterminate,L,RUU
StagHunt_f,B,timestep2,Hare2,D,DDR
StagHunt_e,C,timestep2,Hare1,D,DLL
StagHunt_f,A,timestep2,Indeterminate,L,RUU
